Image,xmin,ymin,xmax,ymax,Category,Label_SA,Label_CA,Valence,Arousal,Dominance
HECO_3030.png,537.634657,268.3214286,769.7906137,531.4686147,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3031.png,304,283.1049784,468.1357401,441.288961,Peace,ExtremelyN-Sa,Neutral,4,4,6
HECO_3031.png,536.1559567,267.5822511,723.9509025,464.9426407,Peace,ExtremelyN-Sa,Neutral,4,4,5
HECO_3032.png,279.4167345,513.1082251,346.9737378,667.1515152,Sadness,SlightlyN-Sa,Highly-Ca,2,6,6
HECO_3032.png,395.7033795,516.4329004,484.302728,738.0779221,Peace,Extremely-Sa,Highly-Ca,3,8,8
HECO_3033.png,501.4718615,244.9177489,746.3896104,515.3246753,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3033.png,92.53679654,305.8701299,235.4978355,656.0692641,Disgust,ExtremelyN-Sa,Mildly-Ca,2,4,5
HECO_3034.png,856.5194805,348.2597403,946.2857143,549.4025974,Peace,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_3034.png,27.84415584,336.6233766,207.3766234,712.3116883,Anger,Neutral,Highly-Ca,2,6,7
HECO_3034.png,429.2987013,325.8181818,528.2077922,516.1558442,Disgust,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_3035.png,554.8708134,357.4945887,864.5205742,886.3906926,Peace,ExtremelyN-Sa,Neutral,4,4,6
HECO_3036.png,164.1558442,245.1948052,438.4415584,640.8311688,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_3036.png,432.6233766,267.6363636,609.6623377,485.4025974,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3036.png,622.961039,246.8571429,756.7792208,470.4415584,Peace,Slightly-Sa,Slightly-Ca,5,6,7
HECO_3036.png,893.9220779,258.4935065,1024,520.3116883,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3037.png,191.5556144,237.1601732,375.4600828,945.3160173,Disgust,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_3038.png,614.7307968,294.6742424,918.3287868,614.3333333,Peace,Neutral,Slightly-Ca,5,6,6
HECO_3038.png,69.28356066,132.2727273,587.5319454,517.3333333,Peace,Neutral,Mildly-Ca,4,6,7
HECO_3039.png,371.1231394,184.9350649,691.2097429,789.6103896,Excitement,Extremely-Sa,Highly-Ca,8,7,7
HECO_3039.png,166.3924222,176.6233766,339.9458728,680.5194805,Fear,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_3040.png,668.499639,165.5757576,1003.425271,683,Peace,ExtremelyN-Sa,Mildly-Ca,3,4,6
HECO_3041.png,178.5567607,142.8701299,580.604483,612.1948052,Excitement,Extremely-Sa,Highly-Ca,8,7,8
HECO_3042.png,54.44155844,267.6363636,327.8961039,578.4935065,Happiness,Extremely-Sa,Mildly-Ca,7,6,8
HECO_3042.png,381.9220779,164.5714286,599.6883117,597.6103896,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3042.png,622.961039,97.24675325,829.9220779,674.9090909,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3043.png,193.0974729,20.6969697,1010.818773,683,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3044.png,397.2987013,199.4805195,1005.714286,991.8614719,Peace,Slightly-Sa,Slightly-Ca,5,6,7
HECO_3045.png,37.67965368,251.5670996,339.1168831,1008.484848,Happiness,Extremely-Sa,Mildly-Ca,7,6,8
HECO_3045.png,351.3073593,232.7272727,679.3419913,990.7532468,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_3046.png,820.7792208,8.311688312,1024,577.6623377,Fear,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_3046.png,120.9350649,187.8441558,623.7922078,549.4025974,Fear,ExtremelyN-Sa,Slightly-Ca,3,4,5
HECO_3047.png,518.0983004,291.4632035,691.9918677,943.0995671,Peace,Slightly-Sa,Highly-Ca,3,7,7
HECO_3047.png,751.802394,351.3073593,860.3474232,761.3506494,Peace,Neutral,Mildly-Ca,3,5,7
HECO_3047.png,282.1790022,357.95671,443.8889437,557.4372294,Peace,Extremely-Sa,Mildly-Ca,5,6,8
HECO_3048.png,186.4433213,119.7467532,836.33213,656.3896104,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3049.png,501.6103896,297.5584416,560.6233766,437.1948052,Excitement,Extremely-Sa,Highly-Ca,8,6,8
HECO_3049.png,451.7402597,310.8571429,500.7792208,428.8831169,Excitement,SlightlyN-Sa,Neutral,7,5,5
HECO_3050.png,761.6408801,246.0994249,922.2540809,588.2301755,Peace,Slightly-Sa,Mildly-Ca,4,5,8
HECO_3050.png,10.17459191,204.6950666,253.6380412,600,Disgust,Neutral,Mildly-Ca,4,6,7
HECO_3051.png,185.6277056,120.7965368,443.8441558,595.1168831,Happiness,Extremely-Sa,Mildly-Ca,7,7,8
HECO_3051.png,857.2121212,299.2207792,987.982684,584.034632,Happiness,Extremely-Sa,Highly-Ca,8,7,8
HECO_3052.png,49.45454545,182.8571429,282.1818182,408.1038961,Happiness,Slightly-Sa,Slightly-Ca,6,5,8
HECO_3052.png,344.5194805,198.6493506,527.3766234,441.3506494,Surprise,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3052.png,575.5844156,227.7402597,766.7532468,642.4935065,Peace,ExtremelyN-Sa,Neutral,4,4,6
HECO_3053.png,770.9090909,246.8571429,1006.961039,718.961039,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3053.png,13.71428571,42.38961039,340.3636364,740.5714286,Excitement,Extremely-Sa,Mildly-Ca,8,6,7
HECO_3054.png,466.7339582,19.19047619,579.6914203,215.5238095,Peace,Neutral,Slightly-Ca,4,5,7
HECO_3054.png,34.83777938,2.952380952,152.96323,532.9047619,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3054.png,226.7916366,11.07142857,336.7959625,342.4761905,Happiness,Slightly-Sa,Mildly-Ca,5,7,7
HECO_3055.png,169.4246575,23.73809524,616.1433087,992.6839827,Fear,Extremely-Sa,Highly-Ca,4,10,8
HECO_3056.png,305.2296432,56.23376623,884.2159195,618.5714286,Peace,ExtremelyN-Sa,Highly-Ca,2,4,6
HECO_3057.png,644.6604182,221.4285714,819.6337419,586.7857143,Excitement,Extremely-Sa,Highly-Ca,8,7,7
HECO_3058.png,409.7270758,149.3138528,543.5494585,399.8950216,Peace,ExtremelyN-Sa,Neutral,4,4,4
HECO_3058.png,96.85487365,213.6222944,230.0649819,595.7770563,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3058.png,251.5061372,177.4025974,398.6368231,406.547619,Happiness,SlightlyN-Sa,Neutral,6,6,5
HECO_3058.png,580.5169675,180.3593074,683.2866426,413.2002165,Peace,ExtremelyN-Sa,Neutral,4,4,6
HECO_3058.png,671.4570397,323.0205628,970.1545126,669.6948052,Happiness,Neutral,Neutral,6,5,6
HECO_3059.png,354.2758123,122.7034632,660.366787,633.4751082,Happiness,Neutral,Neutral,6,5,6
HECO_3060.png,144.2902208,125.9480519,807.3059937,733.0822511,Excitement,Extremely-Sa,Highly-Ca,8,6,8
HECO_3061.png,498.2857143,281.7662338,593.038961,504.5194805,Excitement,Extremely-Sa,Highly-Ca,8,6,8
HECO_3062.png,268.1355443,67.9047619,499.9567412,357.2380952,Fear,Slightly-Sa,Highly-Ca,3,7,8
HECO_3062.png,733.9927902,115.8809524,967.2905552,674.6190476,Fear,Extremely-Sa,Highly-Ca,4,8,8
HECO_3063.png,328.8405797,364.5032468,585.7681159,818.0454545,Disgust,ExtremelyN-Sa,Mildly-Ca,3,4,6
HECO_3063.png,719.3333333,371.9231602,973.4782609,645.5324675,Disgust,ExtremelyN-Sa,Neutral,4,4,5
HECO_3064.png,96.96969697,187.2900433,902.6493506,1014.025974,Sadness,Neutral,Mildly-Ca,4,6,7
HECO_3065.png,220.2633421,115.2554113,494.1286019,756.9177489,Excitement,Extremely-Sa,Highly-Ca,8,10,7
HECO_3066.png,585.6924188,59.87337662,958.3249097,464.9426407,Happiness,Neutral,Mildly-Ca,8,5,6
HECO_3066.png,0,35.48051948,321.7444043,508.5541126,Happiness,Slightly-Sa,Slightly-Ca,7,5,7
HECO_3067.png,39.24485451,53.9511804,178.782115,348.4162459,Peace,Neutral,Slightly-Ca,4,5,7
HECO_3067.png,199.1312988,295.919214,550.1547197,525.0952852,Fear,ExtremelyN-Sa,Neutral,3,1,4
HECO_3067.png,449.1355571,136.8376433,669.3427963,505.4642808,Fear,Slightly-Sa,Highly-Ca,3,7,8
HECO_3067.png,640.2725337,45.22628957,746.3789922,375.3179926,Fear,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_3068.png,458.7012239,279.3279221,657.0136789,658.8896104,Excitement,Extremely-Sa,Highly-Ca,8,6,8
HECO_3068.png,735.8963283,125.2922078,859.012239,398.724026,Happiness,Extremely-Sa,Mildly-Ca,6,7,9
HECO_3069.png,394.2335654,277.2727273,596.1825213,680.5064935,Fear,Extremely-Sa,Highly-Ca,3,8,8
HECO_3070.png,220.6753247,265.1428571,499.9480519,733.0909091,Peace,ExtremelyN-Sa,Neutral,4,4,6
HECO_3070.png,498.2857143,132.1558442,743.4805195,635.012987,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3071.png,214.3533225,403.4220779,302.3144246,599.3225108,Peace,ExtremelyN-Sa,Mildly-Ca,3,4,6
HECO_3071.png,874.0615883,546.1969697,970.3209076,756.2088745,Peace,Slightly-Sa,Mildly-Ca,4,7,7
HECO_3071.png,25.15397083,78.85822511,87.39059968,220.8030303,Peace,SlightlyN-Sa,Mildly-Ca,3,6,6
HECO_3071.png,501.471637,297.1709957,563.7082658,449.9069264,Fear,Slightly-Sa,Mildly-Ca,5,5,8
HECO_3071.png,600.2204214,545.3668831,683.2025932,757.8690476,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3071.png,357.9124797,418.3636364,446.7034036,628.3755411,Excitement,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3072.png,135.7852814,185.25,245.7212121,316.4318182,Disgust,Neutral,Highly-Ca,3,5,8
HECO_3072.png,464.7064935,153.3409091,594.1471861,429,Peace,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_3073.png,7.064935065,82.28571429,270.5454545,758.8571429,Disgust,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3073.png,582.2337662,71.48051948,803.3246753,467.9480519,Disgust,Neutral,Highly-Ca,3,6,7
HECO_3074.png,821.2349184,105.9677146,973.853797,595.6327748,Peace,Neutral,Highly-Ca,3,6,7
HECO_3074.png,617.7430802,92.16410015,762.3676366,595.6327748,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_3074.png,13.08161817,80.54000377,175.8750887,594.9062688,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3074.png,348.8431512,153.1906062,484.7466288,597.0857869,Disgust,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_3075.png,319.5844156,303.3766234,385.2467532,392.3116883,Fear,Neutral,Mildly-Ca,3,5,7
HECO_3075.png,81.03896104,260.987013,155.012987,388.1558442,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3076.png,41.97402597,235.2207792,310.4415584,551.8961039,Peace,ExtremelyN-Sa,Neutral,4,4,5
HECO_3076.png,231.4805195,168.7272727,419.3246753,376.5194805,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3076.png,418.4935065,143.7922078,600.5194805,328.3116883,Disgust,ExtremelyN-Sa,Slightly-Ca,3,3,5
HECO_3076.png,736.8311688,134.6493506,854.8571429,351.5844156,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3077.png,231.0649351,111.9307359,426.1125541,785.7316017,Excitement,Extremely-Sa,Highly-Ca,8,6,8
HECO_3077.png,520.3116883,249.3506494,602.3203463,564.0865801,Peace,Neutral,Mildly-Ca,3,5,7
HECO_3078.png,203.9134199,238.2683983,518.6493506,810.1125541,Peace,ExtremelyN-Sa,Neutral,3,2,1
HECO_3079.png,164.987013,62.33766234,594.7012987,634.1818182,Disgust,ExtremelyN-Sa,Neutral,4,2,6
HECO_3080.png,658.8016064,143.9393939,984.5076305,600.4329004,Peace,Neutral,Mildly-Ca,4,6,7
HECO_3081.png,206.9780027,365.7142857,324.390727,782.4069264,Peace,Neutral,Mildly-Ca,3,5,7
HECO_3082.png,372.3636364,516.4329004,572.952381,995.1861472,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_3082.png,28.81385281,587.3593074,347.982684,1007.376623,Peace,ExtremelyN-Sa,Mildly-Ca,3,6,5
HECO_3083.png,436.2227043,23.68831169,1007.826464,680.2987013,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3084.png,305.2377573,114.0988372,613.3825408,620.6395349,Excitement,Extremely-Sa,Highly-Ca,8,10,9
HECO_3085.png,550.6493506,186.1818182,740.987013,686.5454545,Fear,Neutral,Slightly-Ca,4,5,7
HECO_3085.png,780.8831169,116.3636364,939.6363636,346.5974026,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3085.png,230.6493506,188.6753247,497.4545455,609.2467532,Disgust,ExtremelyN-Sa,Slightly-Ca,3,4,5
HECO_3086.png,182.24,105.5757576,438.24,711.4545455,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3086.png,409.0953846,334.8484848,627.2861538,721.6969697,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3086.png,643.04,84.3030303,876.9846154,709.0909091,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3087.png,149.6103896,195.047619,560.7619048,925.3679654,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3088.png,289.2467532,576.2770563,441.0735931,982.995671,Peace,SlightlyN-Sa,Mildly-Ca,3,4,7
HECO_3088.png,388.987013,227.1861472,468.7792208,494.2683983,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3089.png,82.25194401,49.38528139,712.0995334,724.8484848,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3090.png,404.5516245,106.4415584,751.3068592,657.1287879,Disgust,ExtremelyN-Sa,Highly-Ca,2,5,6
HECO_3091.png,406.2569198,161.4720859,616.2895671,501.4180982,Excitement,Extremely-Sa,Highly-Ca,8,10,8
HECO_3091.png,630.8246984,175.9996933,836.4968062,496.3334356,Fear,Slightly-Sa,Mildly-Ca,4,7,7
HECO_3091.png,222.3875089,197.0647239,359.7444996,489.0696319,Fear,Slightly-Sa,Mildly-Ca,4,8,7
HECO_3092.png,338.9659667,298.7608225,620.7328023,673.1385281,Peace,ExtremelyN-Sa,Neutral,4,3,2
HECO_3093.png,278.8571429,391.4805195,384.4155844,557.7142857,Peace,ExtremelyN-Sa,Neutral,4,4,5
HECO_3093.png,471.6883117,430.5454545,607.1688312,581.8181818,Peace,Neutral,Mildly-Ca,3,5,7
HECO_3094.png,337.8701299,200.3116883,451.7402597,413.9220779,Peace,ExtremelyN-Sa,Neutral,4,4,5
HECO_3094.png,786.7012987,386.4935065,946.7012987,644.1558442,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3095.png,32.88184862,121.9047619,200.3055499,555.2207792,Peace,Extremely-Sa,Mildly-Ca,5,8,7
HECO_3096.png,639.5844156,229.4025974,1013.61039,730.5974026,Happiness,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3096.png,125.9220779,234.3896104,280.5194805,587.6363636,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3097.png,699.1398155,214.109976,888.8232789,643.3967891,Peace,ExtremelyN-Sa,Slightly-Ca,3,5,5
HECO_3097.png,57.41376863,187.9605254,178.0553584,530.8088771,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3097.png,371.3726047,128.397888,481.112846,444.3704155,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3097.png,226.7480483,89.90008585,356.1107168,466.8879979,Happiness,SlightlyN-Sa,Neutral,6,4,6
HECO_3097.png,512.3633783,116.77591,636.6387509,464.7088771,Happiness,SlightlyN-Sa,Neutral,6,4,6
HECO_3098.png,240.4158845,103.4848485,390.5039711,642.3452381,Peace,Slightly-Sa,Mildly-Ca,4,6,8
HECO_3098.png,448.1732852,116.0508658,584.9530686,599.4729437,Peace,Neutral,Highly-Ca,3,6,7
HECO_3099.png,40.31168831,160.4155844,371.1168831,750.5454545,Peace,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_3099.png,541.5064935,216.1038961,859.012987,713.974026,Sadness,ExtremelyN-Sa,Mildly-Ca,3,4,6
HECO_3100.png,27.01298701,75.63636364,280.5194805,423.8961039,Peace,ExtremelyN-Sa,Slightly-Ca,3,4,5
HECO_3100.png,296.3116883,126.3376623,755.9480519,628.3636364,Happiness,Extremely-Sa,Mildly-Ca,6,7,8
HECO_3101.png,6.095238095,341.3333333,471.5497835,887.6883117,Peace,ExtremelyN-Sa,Mildly-Ca,3,4,6
HECO_3101.png,520.3116883,224.969697,740.8484848,560.7619048,Peace,ExtremelyN-Sa,Neutral,4,4,4
HECO_3102.png,784.5776173,296.4101732,919.8787004,592.8203463,Happiness,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3103.png,58.4628695,160.9047619,282.1629416,474.5952381,Disgust,SlightlyN-Sa,Highly-Ca,2,5,7
HECO_3103.png,484.4527758,118.0952381,710.3677001,482.7142857,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3103.png,757.6178803,141.7142857,1005.681327,523.3095238,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_3104.png,222.1991342,334.6839827,935.8961039,1010.701299,Anger,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3105.png,23.68831169,162.0779221,283.012987,703.1688312,Happiness,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3105.png,660.3636364,320.8311688,911.3766234,764.6753247,Disgust,ExtremelyN-Sa,Highly-Ca,2,3,6
HECO_3106.png,535.6883117,128,840.7272727,429.7142857,Excitement,Extremely-Sa,Highly-Ca,8,7,8
HECO_3107.png,491.0555957,113.0941558,809.7155235,608.3430736,Disgust,ExtremelyN-Sa,Neutral,4,4,6
HECO_3107.png,11.9566787,105.702381,394.200722,625.3441558,Fear,Extremely-Sa,Mildly-Ca,5,6,8
HECO_3108.png,358.6493506,440.5194805,394.3896104,520.3116883,Peace,Neutral,Slightly-Ca,5,6,6
HECO_3108.png,179.1168831,541.0909091,268.0519481,726.4415584,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3109.png,447.7469446,195.021645,758.4069015,559.3073593,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_3110.png,778.0015117,75.83333333,978.4671202,500.6547619,Fear,Slightly-Sa,Slightly-Ca,6,7,7
HECO_3110.png,610.8178382,105.2380952,782.6455026,430.2380952,Fear,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3110.png,150.2887377,66.54761905,387.9062736,700.297619,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_3111.png,589.8226103,642.7705628,678,963.047619,Peace,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3111.png,192.106924,635.012987,331.6951593,1006.268398,Peace,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3112.png,224.8311688,339.9480519,447.5844156,722.2857143,Peace,Extremely-Sa,Mildly-Ca,5,6,8
HECO_3112.png,637.0909091,317.5064935,814.1298701,566.025974,Fear,Slightly-Sa,Highly-Ca,3,6,8
HECO_3112.png,835.7402597,330.8051948,971.2207792,542.7532468,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_3113.png,17.87012987,251.8441558,204.8831169,753.038961,Happiness,Neutral,Slightly-Ca,6,6,6
HECO_3113.png,319.5844156,251.012987,446.7532468,749.7142857,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3113.png,455.0649351,249.3506494,593.038961,753.038961,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3113.png,584.7272727,155.4285714,757.6103896,743.0649351,Peace,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_3113.png,741.8181818,174.5454545,1016.103896,768,Surprise,Extremely-Sa,Mildly-Ca,5,6,8
HECO_3114.png,51.78583765,221.9339827,217.1468048,712.6645022,Peace,Slightly-Sa,Slightly-Ca,5,6,7
HECO_3114.png,560.2487047,233.4285714,708.8082902,641.9285714,Peace,SlightlyN-Sa,Neutral,5,6,5
HECO_3115.png,189.7098941,17.73160173,648.2115228,1004.051948,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3116.png,133.657786,36.57142857,625.8204979,1009.593074,Happiness,Extremely-Sa,Mildly-Ca,7,6,8
HECO_3117.png,737.0582315,7.359307359,924.7792955,556.3636364,Happiness,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3117.png,73.77713875,32.38095238,263.7066858,636.5800866,Happiness,SlightlyN-Sa,Neutral,6,6,5
HECO_3117.png,494.1250899,13.24675325,728.9604601,613.030303,Happiness,Neutral,Slightly-Ca,6,6,6
HECO_3118.png,204.9270758,172.9675325,593.8252708,667.4772727,Fear,Neutral,Slightly-Ca,5,5,7
HECO_3119.png,381.9220779,209.4545455,740.1558442,566.8571429,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3120.png,141.7142857,87.27272727,713.5584416,733.9220779,Peace,Neutral,Slightly-Ca,4,5,7
HECO_3121.png,622.8571429,301.7142857,835.4285714,620.952381,Disgust,Neutral,Slightly-Ca,4,5,7
HECO_3122.png,403.9382239,105.7261905,942.6254826,891.2619048,Happiness,SlightlyN-Sa,Neutral,6,4,6
HECO_3123.png,158.4761905,156.2597403,439.965368,1004.051948,Happiness,Neutral,Neutral,6,5,6
HECO_3124.png,642.0779221,430.5454545,877.2987013,768,Excitement,Extremely-Sa,Mildly-Ca,7,6,8
HECO_3125.png,441.7662338,356.5714286,547.3246753,522.8051948,Fear,ExtremelyN-Sa,Neutral,4,5,5
HECO_3125.png,340.3636364,354.0779221,426.8051948,531.1168831,Peace,Slightly-Sa,Mildly-Ca,4,5,8
HECO_3125.png,775.8961039,410.5974026,884.7792208,723.9480519,Peace,Neutral,Slightly-Ca,4,5,7
HECO_3126.png,234.6773032,342.4415584,561.7633421,949.7489177,Excitement,Slightly-Sa,Mildly-Ca,8,6,6
HECO_3127.png,434.3838892,530.8398268,577.2348508,888.7965368,Peace,Neutral,Slightly-Ca,4,7,6
HECO_3128.png,135.8961039,349.0909091,528.2077922,764.6753247,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3129.png,340.2281588,35.48051948,557.5971119,276.452381,Happiness,Neutral,Slightly-Ca,5,5,7
HECO_3129.png,791.231769,70.22186147,1024,647.5194805,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3130.png,307.8558746,1.108225108,683,896.5541126,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3131.png,224,132.1558442,683.6363636,741.4025974,Peace,Extremely-Sa,Mildly-Ca,5,6,8
HECO_3132.png,167.2202166,30.30627706,552.4216606,677.0865801,Happiness,Extremely-Sa,Mildly-Ca,6,7,8
HECO_3132.png,682.5472924,31.78463203,917.6606498,675.6082251,Surprise,Extremely-Sa,Mildly-Ca,7,6,8
HECO_3133.png,808.1533002,222.7681865,954.2313698,659.5605362,Happiness,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3133.png,61.04755145,107.9375854,262.3591199,665,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3133.png,612.6557842,296.1725581,736.2044003,663.9211919,Happiness,Extremely-Sa,Mildly-Ca,7,7,8
HECO_3134.png,114.2659957,220.7792208,515.4737599,666.7532468,Peace,Extremely-Sa,Highly-Ca,4,8,8
HECO_3135.png,177.3160173,55.41125541,595.1168831,937.5584416,Happiness,ExtremelyN-Sa,Neutral,6,5,3
HECO_3136.png,413.9140401,70.44155844,826.1547278,664.0584416,Peace,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3137.png,40.31168831,191.1688312,289.6623377,629.1948052,Happiness,Neutral,Slightly-Ca,7,5,6
HECO_3137.png,436.7792208,175.3766234,740.1558442,604.2597403,Happiness,Neutral,Slightly-Ca,7,4,7
HECO_3138.png,161.654316,353.5238095,662.9767915,1000.727273,Peace,Neutral,Slightly-Ca,5,4,7
HECO_3139.png,72.8252149,248.012987,339.8280802,667.7272727,Peace,Neutral,Slightly-Ca,4,5,7
HECO_3139.png,683.8510029,233.3376623,999.2664756,672.1298701,Happiness,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3140.png,712.7272727,39.8961039,1024,764.6753247,Happiness,Extremely-Sa,Mildly-Ca,7,7,8
HECO_3140.png,463.3766234,269.2987013,717.7142857,760.5194805,Happiness,Slightly-Sa,Slightly-Ca,7,6,6
HECO_3140.png,19.53246753,266.8051948,221.5064935,748.8831169,Happiness,Extremely-Sa,Mildly-Ca,6,6,8
HECO_3140.png,200.7272727,206.961039,425.1428571,747.2207792,Peace,Slightly-Sa,Mildly-Ca,4,5,8
HECO_3141.png,38.64935065,376.5194805,121.7662338,574.3376623,Peace,SlightlyN-Sa,Mildly-Ca,3,5,6
HECO_3141.png,430.1298701,395.6363636,526.5454545,607.5844156,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3141.png,826.5974026,348.2597403,909.7142857,515.3246753,Peace,ExtremelyN-Sa,Neutral,5,4,5
HECO_3142.png,210.7594038,89.93926887,342.3023421,461.1373821,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3143.png,419.338538,98.98865069,495.6479773,252.9760404,Fear,ExtremelyN-Sa,Slightly-Ca,3,4,5
HECO_3143.png,496.3747339,154.9180328,686.7849539,530.443884,Peace,ExtremelyN-Sa,Neutral,4,4,6
HECO_3143.png,85.0305181,43.78562421,166.4272534,196.3203026,Happiness,Slightly-Sa,Slightly-Ca,6,5,7
HECO_3143.png,161.3399574,157.8234552,285.61533,523.1803279,Peace,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3144.png,639.5844156,49.87012987,835.7402597,539.4285714,Fear,Extremely-Sa,Highly-Ca,4,8,8
HECO_3145.png,283.8441558,46.54545455,461.7142857,257.6623377,Sadness,SlightlyN-Sa,Slightly-Ca,4,5,6
HECO_3145.png,515.7402597,75.63636364,750.961039,473.7662338,Sadness,ExtremelyN-Sa,Slightly-Ca,3,4,5
HECO_3146.png,127.5844156,73.14285714,380.2597403,683.2207792,Peace,Slightly-Sa,Slightly-Ca,6,6,7
HECO_3146.png,574.7532468,34.07792208,829.0909091,686.5454545,Peace,Slightly-Sa,Slightly-Ca,5,6,7
HECO_3147.png,105.540513,67.6017316,597.2668974,961.9393939,Peace,Extremely-Sa,Mildly-Ca,5,6,8
HECO_3148.png,531.0415335,180,676.6261981,579.2727273,Peace,SlightlyN-Sa,Neutral,5,5,6
HECO_3148.png,931.8083067,154.6363636,1018.504792,400.0909091,Peace,Neutral,Slightly-Ca,4,5,7
HECO_3148.png,50.93929712,153,303.6677316,713.4545455,Peace,Slightly-Sa,Mildly-Ca,4,5,8
HECO_3149.png,191.8637331,285.5214114,612.6557842,594.5248089,Disgust,ExtremelyN-Sa,Highly-Ca,2,3,6
HECO_3149.png,689.6919801,164.8283196,972.4002839,580.7105394,Happiness,Slightly-Sa,Mildly-Ca,7,6,7
HECO_3150.png,34.15755855,167.3551015,292.8828957,585.81664,Fear,Neutral,Slightly-Ca,4,5,7
HECO_3150.png,721.669269,188.4234776,991.2959546,579.2781784,Happiness,SlightlyN-Sa,Neutral,5,5,6
HECO_3151.png,9.558441558,247.6883117,201.5584416,746.3896104,Peace,Slightly-Sa,Highly-Ca,3,6,8
